DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201319758,2020 Nov 04 12:00:00 AM,2020 Nov 04 12:00:00 AM,2020,13,Newton,1351,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0910,62,M,B,124,BUS STOP,,,IC,Invest Cont,440,,,,BROADWAY                     ST,VERNON,34.0038,-118.2784
201316609,2020 Sep 06 12:00:00 AM,2020 Sep 06 12:00:00 AM,1530,13,Newton,1351,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,68,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,4100 S  BROADWAY,,34.0087,-118.2784
201607024,2020 Mar 12 12:00:00 AM,2020 Mar 05 12:00:00 AM,801,16,Foothill,1656,1,310,BURGLARY,344,53,M,B,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,8200    FOOTHILL                     BL,,34.2597,-118.3114
201310056,2020 Apr 28 12:00:00 AM,2020 Apr 28 12:00:00 AM,5,13,Newton,1375,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,443,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,1300 E  56TH                         ST,,33.9921,-118.2521
211104297,2021 Jan 09 12:00:00 AM,2020 Dec 28 12:00:00 AM,1126,11,Northeast,1126,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,54,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,1100 N  AVENUE 53,,34.1232,-118.2003
201509533,2020 May 03 12:00:00 AM,2020 May 02 12:00:00 AM,2310,15,N Hollywood,1516,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,52,F,H,104,DRIVEWAY,,,IC,Invest Cont,740,,,,11500    ARCHWOOD                     ST,,34.1922,-118.3823
201312835,2020 Jun 25 12:00:00 AM,2020 Jun 23 12:00:00 AM,2100,13,Newton,1342,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 E  35TH                         ST,,34.0145,-118.2658
230808643,2023 Apr 25 12:00:00 AM,2020 Jan 01 12:00:00 AM,800,8,West LA,801,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0352 1822 0344,56,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,16700    MONTE HERMOSO                DR,,34.0677,-118.552
201515624,2020 Sep 27 12:00:00 AM,2020 Sep 26 12:00:00 AM,2000,15,N Hollywood,1544,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,46,M,W,101,STREET,,,IC,Invest Cont,420,,,,12200    ADDISON                      ST,,34.1613,-118.4009
201404273,2020 Jan 05 12:00:00 AM,2020 Jan 05 12:00:00 AM,840,14,Pacific,1454,2,888,TRESPASSING,2004,0,X,X,701,HOSPITAL,,,IC,Invest Cont,888,,,,4600    LINCOLN                      BL,,33.9815,-118.44
202015079,2020 Sep 17 12:00:00 AM,2020 Jan 01 12:00:00 AM,600,20,Olympic,2014,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1259 0522,13,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,200 N  NORMANDIE                    AV,,34.0726,-118.3029
201707649,2020 Mar 24 12:00:00 AM,2020 Mar 24 12:00:00 AM,132,17,Devonshire,1745,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1402 1419 1407 1100,0,X,X,121,YARD (RESIDENTIAL/BUSINESS),104,SHOTGUN,AA,Adult Arrest,753,998,,,17600    KINGSBURY                    ST,,34.2637,-118.5176
201518060,2020 Nov 29 12:00:00 AM,2020 Nov 22 12:00:00 AM,800,15,N Hollywood,1523,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,12500    VICTORY                      BL,,34.1867,-118.4055
201905141,2020 Jan 25 12:00:00 AM,2020 Jan 25 12:00:00 AM,1427,19,Mission,1943,2,903,CONTEMPT OF COURT,2038,61,M,H,108,PARKING LOT,,,AO,Adult Other,903,,,,14400    FOX                          ST,,34.2705,-118.4477
202116559,2020 Dec 02 12:00:00 AM,2020 Dec 02 12:00:00 AM,1300,21,Topanga,2128,2,662,"BUNCO, GRAND THEFT",0701 0344,76,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,20200    STRATHERN                    ST,,34.2156,-118.5745
201421596,2020 Dec 11 12:00:00 AM,2020 Dec 11 12:00:00 AM,1630,14,Pacific,1494,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416,31,M,B,212,TRANSPORTATION FACILITY (AIRPORT),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,400    WORLD                        WY,,33.9431,-118.4081
212104251,2021 Jan 07 12:00:00 AM,2020 Dec 28 12:00:00 AM,1228,21,Topanga,2185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202 0394,74,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,4800    LLANO                        DR,,34.1555,-118.6118
202114284,2020 Sep 28 12:00:00 AM,2020 Sep 28 12:00:00 AM,1700,21,Topanga,2159,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,38,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,19900    FRIAR                        ST,,34.1865,-118.567
201605225,2020 Jan 27 12:00:00 AM,2020 Jan 26 12:00:00 AM,1810,16,Foothill,1676,1,330,BURGLARY FROM VEHICLE,1300 0344 1822,34,F,O,101,STREET,,,IC,Invest Cont,330,,,,8600    GLENOAKS                     BL,,34.2262,-118.3629
201313169,2020 Jun 30 12:00:00 AM,2020 Jun 29 12:00:00 AM,730,13,Newton,1372,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385,38,M,H,101,STREET,,,IC,Invest Cont,331,,,,5500    TOWNE                        AV,,33.9915,-118.2674
201907942,2020 Mar 22 12:00:00 AM,2020 Mar 22 12:00:00 AM,15,19,Mission,1943,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,29,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,10900    COLUMBUS                     AV,,34.2676,-118.4643
202109524,2020 May 19 12:00:00 AM,2020 May 19 12:00:00 AM,358,21,Topanga,2125,1,310,BURGLARY,1610 0344 1607,0,M,W,202,LIQUOR STORE,,,IC,Invest Cont,310,,,,21900    SATICOY                      ST,,34.2119,-118.6017
201708776,2020 May 04 12:00:00 AM,2020 Apr 29 12:00:00 AM,1200,17,Devonshire,1794,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0329 1607 0344,0,X,X,729,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,341,,,,18300    ROSCOE                       BL,,34.2251,-118.5372
201508644,2020 Apr 13 12:00:00 AM,2020 Apr 12 12:00:00 AM,2130,15,N Hollywood,1539,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,52,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,740,,,,5900    RIVERTON                     AV,,34.1776,-118.3659
201514271,2020 Aug 20 12:00:00 AM,2020 Aug 20 12:00:00 AM,1413,15,N Hollywood,1589,2,903,CONTEMPT OF COURT,2038,58,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,903,,,,3800    BARHAM                       BL,,34.1441,-118.3411
201421846,2020 Dec 19 12:00:00 AM,2020 Dec 18 12:00:00 AM,1730,14,Pacific,1412,1,310,BURGLARY,0344 1606,37,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,1100 S  MAIN                         ST,,33.9908,-118.4731
201405933,2020 Feb 03 12:00:00 AM,2020 Feb 03 12:00:00 AM,1130,14,Pacific,1415,2,900,VIOLATION OF COURT ORDER,2004 2038,49,F,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,900,,,,800    LINCOLN                      BL,,33.9993,-118.4636
201811005,2020 May 12 12:00:00 AM,2020 May 12 12:00:00 AM,1345,18,Southeast,1881,1,761,BRANDISH WEAPON,2000 0913 1813 0334 0432 0359,26,F,B,501,SINGLE FAMILY DWELLING,205,KITCHEN KNIFE,IC,Invest Cont,761,,,,16100 S  AINSWORTH                    ST,,33.8848,-118.2904
201316957,2020 Sep 14 12:00:00 AM,2020 Sep 13 12:00:00 AM,2350,13,Newton,1362,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1402 1100 1822,0,F,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,753,998,,,400 E  49TH                         ST,,33.9988,-118.2696
201513163,2020 Jul 27 12:00:00 AM,2020 Jul 27 12:00:00 AM,630,15,N Hollywood,1549,1,310,BURGLARY,1420 1309 0326 1414 2018 1607 1402,0,M,O,256,,,,IC,Invest Cont,310,998,,,5500    CLEON                        AV,,34.1705,-118.3686
201715905,2020 Dec 01 12:00:00 AM,2020 Dec 01 12:00:00 AM,1530,17,Devonshire,1713,2,624,BATTERY - SIMPLE ASSAULT,0360 0416 0448 1202 2003 0913,75,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,11300    YOLANDA                      AV,,34.2762,-118.5453
202117332,2020 Dec 22 12:00:00 AM,2020 Dec 19 12:00:00 AM,940,21,Topanga,2145,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,43,F,A,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,440,,,,VANOWEN,GLADE,34.1937,-118.6081
201319785,2020 Nov 11 12:00:00 AM,2020 Nov 11 12:00:00 AM,830,13,Newton,1363,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0411 1814 0340 0429 0913 2000,26,F,B,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AO,Adult Other,236,,,,700 E  48TH                         ST,,33.9997,-118.2629
201606631,2020 Mar 03 12:00:00 AM,2020 Feb 16 12:00:00 AM,2230,16,Foothill,1638,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1810 1501 1202,75,F,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,440,,,,7600    WYNGATE                      ST,,34.2574,-118.2979
201409777,2020 Apr 17 12:00:00 AM,2020 Apr 17 12:00:00 AM,1150,14,Pacific,1485,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,27,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,8600 S  SEPULVEDA                    BL,,33.9579,-118.402
201419770,2020 Nov 05 12:00:00 AM,2020 Nov 05 12:00:00 AM,1050,14,Pacific,1438,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,43,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10700    VENICE                       BL,,34.0184,-118.4074
211704913,2021 Jan 25 12:00:00 AM,2020 Dec 21 12:00:00 AM,1000,17,Devonshire,1752,2,354,THEFT OF IDENTITY,1202 0930 0935,74,M,W,602,BANK,,,IC,Invest Cont,354,,,,10000    DE SOTO                      AV,,34.2518,-118.5886
210508506,2021 Apr 29 12:00:00 AM,2020 Mar 01 12:00:00 AM,600,5,Harbor,511,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1251 0913 1814 2033 1259 2024 0527,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,810,,,,1600    257TH                        ST,,33.7905,-118.3075
211006486,2021 Mar 23 12:00:00 AM,2020 Dec 11 12:00:00 AM,1225,10,West Valley,1044,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1202 0344 0394,0,M,W,213,WAREHOUSE,,,IC,Invest Cont,440,,,,18300    OXNARD                       ST,,34.18,-118.5337
201606120,2020 Feb 20 12:00:00 AM,2020 Feb 20 12:00:00 AM,1330,16,Foothill,1663,2,624,BATTERY - SIMPLE ASSAULT,0913 0446 1601 0416 1815 1259,15,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9100    TELFAIR                      AV,,34.2348,-118.395
201915398,2020 Oct 07 12:00:00 AM,2020 Oct 04 12:00:00 AM,1000,19,Mission,1998,2,664,"BUNCO, PETTY THEFT",1822 0800 0344,51,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,14300    LORNE                        ST,,34.2169,-118.445
211804055,2021 Jan 02 12:00:00 AM,2020 Dec 30 12:00:00 AM,1900,18,Southeast,1846,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,47,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,11200    ALVARO                       ST,,33.931,-118.2532
201708369,2020 Apr 20 12:00:00 AM,2020 Apr 20 12:00:00 AM,1845,17,Devonshire,1785,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0444 0408 0417 1820 0913 0421,47,F,A,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,AMIGO,GRESHAM,34.2308,-118.5386
202108297,2020 Apr 14 12:00:00 AM,2020 Apr 14 12:00:00 AM,1745,21,Topanga,2143,2,624,BATTERY - SIMPLE ASSAULT,444,29,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274
201604694,2020 Jan 17 12:00:00 AM,2020 Jan 17 12:00:00 AM,120,16,Foothill,1613,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0313 0561 0416 1601 0444 0913,47,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",311,HAMMER,AA,Adult Arrest,230,998,,,VAN NUYS,GLENOAKS,34.2737,-118.4117
202016347,2020 Oct 25 12:00:00 AM,2020 Oct 25 12:00:00 AM,300,20,Olympic,2088,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,57,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1800 S  WESTMORELAND                 AV,,34.0406,-118.2896
201320886,2020 Dec 06 12:00:00 AM,2020 Dec 05 12:00:00 AM,1700,13,Newton,1313,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 E  20TH                         ST,,34.0255,-118.2552
202010165,2020 May 26 12:00:00 AM,2020 May 26 12:00:00 AM,100,20,Olympic,2031,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,3900 W  8TH                          ST,,34.0599,-118.3139
201904547,2020 Jan 13 12:00:00 AM,2020 Jan 12 12:00:00 AM,1820,19,Mission,1983,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,34,F,H,402,MARKET,,,IC,Invest Cont,440,,,,15000    ROSCOE                       BL,,34.2249,-118.4637
201808306,2020 Mar 16 12:00:00 AM,2020 Mar 16 12:00:00 AM,1700,18,Southeast,1864,1,330,BURGLARY FROM VEHICLE,0354 1822 1609 1307 0344 0329,52,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,800 E  120TH                        ST,,33.9237,-118.2614
201311656,2020 May 31 12:00:00 AM,2020 May 31 12:00:00 AM,630,13,Newton,1307,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813 1243 0446 0913,50,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,SAN PEDRO,7TH,34.0407,-118.2468
201705982,2020 Feb 10 12:00:00 AM,2020 Feb 10 12:00:00 AM,1,17,Devonshire,1729,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,29,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,11200    AMESTOY                      AV,,34.274,-118.5052
201911934,2020 Jul 09 12:00:00 AM,2020 Jul 08 12:00:00 AM,2130,19,Mission,1916,1,310,BURGLARY,1607 0344,39,M,H,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,13000    BORDEN                       AV,,34.3061,-118.4414
201604198,2020 Jan 05 12:00:00 AM,2020 Jan 04 12:00:00 AM,1153,16,Foothill,1643,1,350,"THEFT, PERSON",0325 0344 0416 1822,65,M,H,202,LIQUOR STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,13400    VAN NUYS                     BL,,34.2643,-118.4246
201519170,2020 Dec 30 12:00:00 AM,2020 Dec 23 12:00:00 AM,1900,15,N Hollywood,1583,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,75,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,12000    WOODBRIDGE                   ST,,34.1485,-118.3954
201806778,2020 Feb 18 12:00:00 AM,2020 Feb 14 12:00:00 AM,245,18,Southeast,1801,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 0344 1822,0,X,X,108,PARKING LOT,,,IC,Invest Cont,331,,,,8600    DENVER                       AV,,33.9601,-118.2839
202008756,2020 Apr 20 12:00:00 AM,2020 Apr 19 12:00:00 AM,1700,20,Olympic,2074,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,NORMANDIE,WASHINGTON,34.04,-118.3003
201815775,2020 Aug 17 12:00:00 AM,2020 Aug 17 12:00:00 AM,1410,18,Southeast,1849,2,354,THEFT OF IDENTITY,0100 0935,49,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2200 E  115TH                        ST,,33.9297,-118.2335
201415208,2020 Aug 09 12:00:00 AM,2020 Aug 09 12:00:00 AM,2000,14,Pacific,1455,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,61,M,B,101,STREET,,,IC,Invest Cont,740,,,,CULVER                       BL,BRADDOCK,33.9859,-118.425
202017702,2020 Nov 26 12:00:00 AM,2020 Nov 26 12:00:00 AM,2115,20,Olympic,2076,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 2004 1310 0334 0421 1402,35,M,H,103,ALLEY,207,OTHER KNIFE,AA,Adult Arrest,230,998,,,WESTMORELAND                 AV,18TH                         ST,34.0436,-118.296
201505134,2020 Jan 23 12:00:00 AM,2020 Jan 23 12:00:00 AM,1230,15,N Hollywood,1532,2,664,"BUNCO, PETTY THEFT",0344 0800,21,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664,,,,6000    WHITSETT                     AV,,34.1794,-118.4052
202009658,2020 May 12 12:00:00 AM,2020 May 12 12:00:00 AM,1030,20,Olympic,2038,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2004 1822,25,F,K,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,WILSHIRE,VERMONT                      AV,34.0618,-118.2916
202008221,2020 Mar 31 12:00:00 AM,2020 Mar 31 12:00:00 AM,1550,20,Olympic,2071,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2003 0329,36,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,745,,,,1500 S  WILTON                       PL,,34.0454,-118.3145
201812143,2020 Jun 05 12:00:00 AM,2020 Jun 04 12:00:00 AM,1615,18,Southeast,1802,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0361 0913 0603 0432 0421 0906,51,M,H,104,DRIVEWAY,511,VERBAL THREAT,IC,Invest Cont,930,,,,200 W  88TH                         ST,,33.9572,-118.2761
201512468,2020 Jul 10 12:00:00 AM,2020 Jun 28 12:00:00 AM,1000,15,N Hollywood,1566,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,10900    WHIPPLE                      ST,,34.1481,-118.3673
210809694,2021 May 26 12:00:00 AM,2020 Apr 15 12:00:00 AM,1820,8,West LA,857,2,354,THEFT OF IDENTITY,0100 0929,28,M,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1400 S  CANFIELD                     AV,,34.0548,-118.3894
201600575,2020 Feb 20 12:00:00 AM,2020 Feb 20 12:00:00 AM,2115,16,Foothill,1602,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1816 0906 0913 0554 0416 0450 1100 0446 0417 1270,51,M,H,101,STREET,102,HAND GUN,AO,Adult Other,230,998,,,12700    LOUVRE                       ST,,34.2806,-118.4108
201605502,2020 Feb 05 12:00:00 AM,2020 Feb 04 12:00:00 AM,1800,16,Foothill,1654,1,330,BURGLARY FROM VEHICLE,1300 1822 1609 0344,54,M,H,101,STREET,,,IC,Invest Cont,330,,,,OSBORNE,GLENOAKS,34.2632,-118.4022
212110822,2021 Jul 01 12:00:00 AM,2020 Dec 02 12:00:00 AM,900,21,Topanga,2137,2,354,THEFT OF IDENTITY,929,50,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7300    INDEPENDENCE                 AV,,34.2029,-118.5906
201315539,2020 Aug 15 12:00:00 AM,2020 Aug 14 12:00:00 AM,2100,13,Newton,1352,1,330,BURGLARY FROM VEHICLE,1609 0344,35,M,H,101,STREET,,,IC,Invest Cont,330,,,,4500    SAN PEDRO                    PL,,34.0027,-118.2734
201420810,2020 Nov 22 12:00:00 AM,2020 Nov 22 12:00:00 AM,1145,14,Pacific,1431,1,480,BIKE - STOLEN,344,30,M,O,117,BEACH,,,IC,Invest Cont,480,,,,OCEAN FRONT                  WK,HORIZON                      AV,33.988,-118.4746
201711458,2020 Jul 22 12:00:00 AM,2020 Jun 26 12:00:00 AM,1,17,Devonshire,1728,2,354,THEFT OF IDENTITY,1822,44,F,C,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,18400    TRIBUNE                      ST,,34.2673,-118.5349
231907172,2023 Mar 21 12:00:00 AM,2020 Mar 15 12:00:00 AM,1200,19,Mission,1983,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 0913 1817 1801 0503,12,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,8500    COLUMBUS                     AV,,34.2246,-118.4654
202116909,2020 Dec 11 12:00:00 AM,2020 Dec 11 12:00:00 AM,1725,21,Topanga,2126,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 0334,19,M,H,101,STREET,511,VERBAL THREAT,AA,Adult Arrest,930,,,,21200    LULL                         ST,,34.2095,-118.5956
201506335,2020 Feb 18 12:00:00 AM,2020 Feb 12 12:00:00 AM,1,15,N Hollywood,1583,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,36,F,W,101,STREET,,,IC,Invest Cont,331,,,,4200    TUJUNGA                      AV,,34.1451,-118.3875
201511789,2020 Jun 25 12:00:00 AM,2020 Jun 25 12:00:00 AM,1505,15,N Hollywood,1532,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,12200    BURBANK                      BL,,34.1797,-118.4014
201705980,2020 Feb 13 12:00:00 AM,2020 Feb 13 12:00:00 AM,745,17,Devonshire,1794,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,31,F,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,8300    AMIGO                        AV,,34.2215,-118.5379
202007781,2020 Mar 20 12:00:00 AM,2020 Mar 20 12:00:00 AM,1740,20,Olympic,2034,1,310,BURGLARY,1822 0342 0394 0344,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,700 S  ARDMORE                      AV,,34.0597,-118.302
201818966,2020 Oct 16 12:00:00 AM,2020 Oct 16 12:00:00 AM,230,18,Southeast,1824,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,36,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,10300    AVALON                       BL,,33.9429,-118.265
201409893,2020 Apr 19 12:00:00 AM,2020 Apr 18 12:00:00 AM,1143,14,Pacific,1464,2,354,THEFT OF IDENTITY,1501,32,M,W,248,CELL PHONE STORE,,,IC,Invest Cont,354,,,,12900    AGUSTIN                      PL,,33.9755,-118.4213
201900596,2020 Feb 07 12:00:00 AM,2020 Feb 06 12:00:00 AM,1220,19,Mission,1959,1,440,THEFT PLAIN - PETTY ($950 & UNDER),325,0,M,W,248,CELL PHONE STORE,,,IC,Invest Cont,440,,,,14000    VAN NUYS                     BL,,34.2546,-118.4379
201707698,2020 Mar 24 12:00:00 AM,2020 Mar 23 12:00:00 AM,2000,17,Devonshire,1793,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,26,F,H,108,PARKING LOT,,,IC,Invest Cont,745,,,,19200    PARTHENIA                    ST,,34.2283,-118.5514
211220006,2021 Sep 20 12:00:00 AM,2020 Sep 15 12:00:00 AM,1750,12,77th Street,1208,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,28,M,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,HOOVER                       ST,52ND                         ST,33.9957,-118.2872
201817341,2020 Sep 16 12:00:00 AM,2020 Sep 16 12:00:00 AM,1830,18,Southeast,1836,1,761,BRANDISH WEAPON,2000 0913 1814 0334 1300,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761,,,,10800    COMPTON                      AV,,33.9383,-118.2494
201604484,2020 Jan 13 12:00:00 AM,2020 Jan 13 12:00:00 AM,730,16,Foothill,1651,1,330,BURGLARY FROM VEHICLE,344,23,F,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,9400    REMICK                       AV,,34.2397,-118.4149
201610349,2020 Jun 23 12:00:00 AM,2020 Jun 23 12:00:00 AM,2255,16,Foothill,1638,1,310,BURGLARY,1822 0358 1307,0,M,O,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,310,,,,7700    FOOTHILL                     BL,,34.2595,-118.293
